review_text,label,category
"chino merah bahannya tebal, jahitan kuat; pengiriman cepat, garansi dijelaskan jelas, worth it, ukuran L pas.",1,Celana
"oli fungsi tidak berjalan, bahan terasa murahan; garansi tidak jelas, pengiriman lama, mahal untuk kualitas begini.",0,Kendaraan
"makanan anjing merah kandang bersih, aromanya tidak menyengat; balas chat cepat, packing rapi, sesuai harga.",1,Hewan
"dompet ini WAJIB beli sekarang, best seller, same day, harga miring!",0,Dompet
"sparepart putih tidak berisik, terasa halus; pengiriman cepat, garansi dijelaskan jelas, sesuai harga.",1,Kendaraan
"helm cokelat awet dipakai, kualitas bagus; garansi dijelaskan jelas, packing rapi, harga masuk akal, mantul.",1,Kendaraan
"skipping ini paling recomended se-Indonesia, paling laris, packing rapi, harga miring!",0,Alat Olahraga
"sepatu lari ini stok terbatas buruan, ori 100%, kurir sopan, harga miring!",0,Alat Olahraga
"HP biru baterainya awet, speaker oke; admin ramah, packing rapi, sesuai budget.",1,HP
"blouse merah tidak menerawang, tidak luntur; cs membantu banget, packing rapi, value for money.",1,Baju
"celana merah elastis nyaman, jahitan kuat; cs membantu banget, packing rapi, sesuai budget, ukuran L pas, makasih banyak.",1,Celana
"jeans bau menyengat, bahan terasa murahan; pengiriman lama, komplain diabaikan, mahal untuk kualitas begini.",0,Celana
"handphone navy speaker oke, kameranya jernih; barang sampai aman, garansi dijelaskan jelas, harga masuk akal.",1,HP
"celana kemasan penyok, mudah rusak; garansi tidak jelas, pengiriman lama, kurang sepadan.",0,Celana
"blouse merah bahannya adem, jahitan rapi; kurir sopan, admin ramah, sesuai budget, rek.",1,Baju
"lampu motor hitam mudah dipasang, kualitas bagus; packing rapi, balas chat cepat, worth it.",1,Kendaraan
"training putih potongan rapi, bahannya tebal; pengiriman cepat, cs membantu banget, sesuai harga, ukuran XXL pas.",1,Celana
"ban biru kualitas bagus, terasa halus; cs membantu banget, datang lebih cepat dari estimasi, worth it, boleh lah.",1,Kendaraan
"cincin biru warnanya elegan, kaitannya kuat; datang lebih cepat dari estimasi, penjual responsif, worth it.",1,Aksesoris
"chino merah tidak luntur, jahitan kuat; balas chat cepat, barang sampai aman, sesuai budget, hatur nuhun.",1,Celana
"tas ini diskon gila, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Tas
"ransel ini paling recomended se-Indonesia, best seller, packing rapi, harga miring!",0,Tas
"ban ini kualitas premium harga merakyat, garansi puas, same day, harga miring!",0,Kendaraan
"baju ini paling recomended se-Indonesia, ori 100%, kurir sopan, harga miring!",0,Baju
"bros merah kilapnya bagus, kaitannya kuat; admin ramah, kurir sopan, sesuai harga.",1,Aksesoris
"sling bag cokelat jahitannya rapi, resleting halus; pengiriman cepat, penjual responsif, worth it.",1,Tas
"oli fit tidak nyaman, cat mengelupas; komplain diabaikan, packing kurang rapi, tidak sesuai harga, hatur nuhun.",0,Kendaraan
"HP putih kameranya jernih, speaker oke; packing rapi, admin ramah, harga masuk akal, sip.",1,HP
"HP biru speaker oke, layarnya terang; balas chat cepat, barang sampai aman, value for money.",1,HP
"jeans abu elastis nyaman, bahannya tebal; packing rapi, penjual responsif, value for money.",1,Celana
"matras kemasan penyok, mudah rusak; komplain diabaikan, kurirnya kurang ramah, tidak sesuai harga.",0,Alat Olahraga
"lampu motor ini paling recomended se-Indonesia, ori 100%, datang lebih cepat dari estimasi, harga miring!",0,Kendaraan
"card holder putih tidak mudah terkelupas, kulitnya halus; packing rapi, admin ramah, value for money.",1,Dompet
"handphone mudah rusak, bahan terasa murahan; pengiriman lama, balasan chat lama, overprice.",0,HP
"helm putih terasa halus, kualitas bagus; pengiriman cepat, garansi dijelaskan jelas, value for money.",1,Kendaraan
"skipping hitam kokoh, ringan; balas chat cepat, barang sampai aman, sesuai budget.",1,Alat Olahraga
"kemeja merah tidak menerawang, warna sesuai foto; balas chat cepat, kurir sopan, harga masuk akal, ukuran S pas.",1,Baju
"smartphone ini TERBAIK di pasaran, ori 100%, datang lebih cepat dari estimasi, harga miring!",0,HP
"jeans hijau potongan rapi, elastis nyaman; garansi dijelaskan jelas, kurir sopan, harga masuk akal.",1,Celana
"panci ini paling recomended se-Indonesia, paling laris, barang sampai aman, harga miring!",0,Alat Masak
"dompet warnanya beda dari foto, bau menyengat; pengiriman lama, garansi tidak jelas, overprice.",0,Dompet
"training cokelat tidak luntur, jahitan kuat; balas chat cepat, packing rapi, sesuai budget, ukuran XL pas, makasih banyak.",1,Celana
"wallet hitam banyak slot kartu, jahitan rapi; datang lebih cepat dari estimasi, balas chat cepat, sesuai harga.",1,Dompet
"ban merah awet dipakai, terasa halus; kurir sopan, cs membantu banget, sesuai budget.",1,Kendaraan
"card holder abu banyak slot kartu, kulitnya halus; datang lebih cepat dari estimasi, balas chat cepat, worth it.",1,Dompet
"wallet hitam resleting mulus, kulitnya halus; balas chat cepat, pengiriman cepat, sesuai budget.",1,Dompet
"kaos navy tidak luntur, potongannya pas; cs membantu banget, pengiriman cepat, harga masuk akal.",1,Baju
"dompet hijau kulitnya halus, jahitan rapi; penjual responsif, pengiriman cepat, sesuai harga.",1,Dompet
"wajan fit tidak nyaman, cat mengelupas; balasan chat lama, packing kurang rapi, kurang sepadan.",0,Alat Masak
"oli putih tidak berisik, pas di tempatnya; datang lebih cepat dari estimasi, balas chat cepat, value for money.",1,Kendaraan
"wallet cokelat jahitan rapi, kulitnya halus; garansi dijelaskan jelas, datang lebih cepat dari estimasi, worth it, makasih banyak.",1,Dompet
"card holder merah tidak mudah terkelupas, jahitan rapi; cs membantu banget, pengiriman cepat, sesuai harga.",1,Dompet
"panci cokelat gagangnya kokoh, mudah dibersihkan; packing rapi, cs membantu banget, worth it, mantul.",1,Alat Masak
"tas cokelat muat banyak, lapisannya tebal; balas chat cepat, packing rapi, worth it.",1,Tas
"wajan hijau anti lengket, panas merata; pengiriman cepat, cs membantu banget, sesuai harga.",1,Alat Masak
"makanan anjing abu disukai hewan, tidak menimbulkan alergi; penjual responsif, packing rapi, harga masuk akal.",1,Hewan
"anting ini stok terbatas buruan, best seller, datang lebih cepat dari estimasi, harga miring!",0,Aksesoris
"ban abu pas di tempatnya, mudah dipasang; penjual responsif, barang sampai aman, sesuai budget.",1,Kendaraan
"wallet putih tidak mudah terkelupas, banyak slot kartu; cs membantu banget, datang lebih cepat dari estimasi, value for money.",1,Dompet
"kalung hewan cokelat kandang bersih, ukuran kibble pas; garansi dijelaskan jelas, kurir sopan, value for money.",1,Hewan
"HP merah layarnya terang, speaker oke; penjual responsif, barang sampai aman, value for money.",1,HP
"kalung fungsi tidak berjalan, cat mengelupas; packing kurang rapi, balasan chat lama, kemahalan.",0,Aksesoris
"ransel biru tali kokoh, lapisannya tebal; kurir sopan, penjual responsif, sesuai harga, mantul.",1,Tas
"tas ini stok terbatas buruan, best seller, datang lebih cepat dari estimasi, harga miring, sip!",0,Tas
"wallet hijau tidak mudah terkelupas, jahitan rapi; kurir sopan, penjual responsif, sesuai budget.",1,Dompet
"kalung hewan fungsi tidak berjalan, bahan terasa murahan; kurirnya kurang ramah, respon lambat, mahal untuk kualitas begini.",0,Hewan
"smartphone merah charger cepat, sinyalnya stabil; kurir sopan, admin ramah, worth it.",1,HP
"barbel fungsi tidak berjalan, bau menyengat; komplain diabaikan, dus penyok, kurang sepadan.",0,Alat Olahraga
"chino bahan terasa murahan, cat mengelupas; pengiriman lama, balasan chat lama, tidak sesuai harga.",0,Celana
"smartphone merah sinyalnya stabil, speaker oke; packing rapi, admin ramah, sesuai harga.",1,HP
"handphone cat mengelupas, bahan terasa murahan; komplain diabaikan, datang terlambat, tidak sesuai harga, mantul.",0,HP
"kemeja cat mengelupas, fit tidak nyaman; garansi tidak jelas, packing kurang rapi, tidak sesuai harga.",0,Baju
"ransel ini WAJIB beli sekarang, ori 100%, gratis ongkir, harga miring!",0,Tas
"anting bahan terasa murahan, warnanya beda dari foto; dus penyok, penjual susah dihubungi, overprice.",0,Aksesoris
"anting biru finishing rapi, kilapnya bagus; kurir sopan, cs membantu banget, harga masuk akal.",1,Aksesoris
"ransel hijau resleting halus, jahitannya rapi; admin ramah, barang sampai aman, sesuai budget.",1,Tas
"makanan kucing biru tidak menimbulkan alergi, kandang bersih; cs membantu banget, packing rapi, harga masuk akal.",1,Hewan
"sepatu lari merah kokoh, empuk dipakai; cs membantu banget, pengiriman cepat, harga masuk akal.",1,Alat Olahraga
"makanan anjing biru tidak menimbulkan alergi, kandang bersih; admin ramah, barang sampai aman, harga masuk akal.",1,Hewan
"chino abu tidak luntur, jahitan kuat; cs membantu banget, kurir sopan, sesuai budget, ukuran XL pas, sip.",1,Celana
"pasir kucing putih ukuran kibble pas, disukai hewan; datang lebih cepat dari estimasi, garansi dijelaskan jelas, sesuai budget.",1,Hewan
"wallet hijau tidak mudah terkelupas, jahitan rapi; admin ramah, barang sampai aman, harga masuk akal, mantul.",1,Dompet
"sparepart ini diskon gila, best seller, packing rapi, harga miring!",0,Kendaraan
"lampu motor merah pas di tempatnya, awet dipakai; datang lebih cepat dari estimasi, admin ramah, worth it, rek.",1,Kendaraan
"makanan anjing mudah rusak, bahan terasa murahan; packing kurang rapi, balasan chat lama, tidak sesuai harga.",0,Hewan
"spatula cat mengelupas, bahan terasa murahan; datang terlambat, balasan chat lama, kemahalan, oke banget.",0,Alat Masak
"tas cokelat resleting halus, bahannya kuat; admin ramah, pengiriman cepat, sesuai budget.",1,Tas
"jeans hitam bahannya tebal, potongan rapi; pengiriman cepat, penjual responsif, worth it, ukuran XL pas.",1,Celana
"pasir kucing hitam kandang bersih, ukuran kibble pas; kurir sopan, garansi dijelaskan jelas, value for money.",1,Hewan
"barbel hitam lentur, anti selip; pengiriman cepat, penjual responsif, value for money, mantul.",1,Alat Olahraga
"makanan kucing ini TERBAIK di pasaran, paling laris, barang sampai aman, harga miring!",0,Hewan
"ponsel merah baterainya awet, kameranya jernih; balas chat cepat, kurir sopan, worth it, mantul.",1,HP
"HP merah baterainya awet, speaker oke; pengiriman cepat, admin ramah, sesuai harga.",1,HP
"sparepart hijau mudah dipasang, tidak berisik; kurir sopan, admin ramah, harga masuk akal.",1,Kendaraan
"ransel navy lapisannya tebal, resleting halus; balas chat cepat, pengiriman cepat, value for money.",1,Tas
"handphone biru baterainya awet, charger cepat; balas chat cepat, kurir sopan, value for money.",1,HP
"anting cat mengelupas, jahitan lepas; respon lambat, datang terlambat, kemahalan.",0,Aksesoris
"sepatu lari ini WAJIB beli sekarang, best seller, packing rapi, harga miring!",0,Alat Olahraga
"makanan kucing navy aromanya tidak menyengat, kandang bersih; pengiriman cepat, garansi dijelaskan jelas, harga masuk akal.",1,Hewan
"tas jahitan lepas, cat mengelupas; penjual susah dihubungi, packing kurang rapi, mahal untuk kualitas begini.",0,Tas
"kemeja hijau tidak menerawang, tidak luntur; packing rapi, garansi dijelaskan jelas, harga masuk akal, ukuran S pas, mantul.",1,Baju
"oli navy pas di tempatnya, terasa halus; admin ramah, packing rapi, worth it.",1,Kendaraan
"bros navy warnanya elegan, kaitannya kuat; pengiriman cepat, penjual responsif, harga masuk akal.",1,Aksesoris
"makanan anjing biru tidak menimbulkan alergi, ukuran kibble pas; penjual responsif, barang sampai aman, value for money.",1,Hewan
"sling bag putih tali kokoh, lapisannya tebal; balas chat cepat, barang sampai aman, value for money.",1,Tas
"handphone navy kameranya jernih, speaker oke; cs membantu banget, pengiriman cepat, worth it.",1,HP
"kaos warnanya beda dari foto, fit tidak nyaman; packing kurang rapi, garansi tidak jelas, mahal untuk kualitas begini.",0,Baju
"training bau menyengat, warnanya beda dari foto; kurirnya kurang ramah, respon lambat, mahal untuk kualitas begini, mantul.",0,Celana
"jeans biru jahitan kuat, potongan rapi; packing rapi, penjual responsif, sesuai budget, ukuran L pas.",1,Celana
"sepatu lari ini WAJIB beli sekarang, ori 100%, pengiriman cepat, harga miring!",0,Alat Olahraga
"matras hitam lentur, pegangan nyaman; admin ramah, kurir sopan, sesuai harga.",1,Alat Olahraga
"kemeja ini kualitas premium harga merakyat, paling laris, kurir sopan, harga miring!",0,Baju
"kalung hewan ini TERBAIK di pasaran, paling laris, gratis ongkir, harga miring!",0,Hewan
"sepatu lari ukuran meleset, cat mengelupas; packing kurang rapi, garansi tidak jelas, tidak sesuai harga.",0,Alat Olahraga
"tas biru muat banyak, jahitannya rapi; kurir sopan, penjual responsif, value for money, oke banget.",1,Tas
"jeans ini diskon gila, ori 100%, datang lebih cepat dari estimasi, harga miring!",0,Celana
"blouse ini kualitas premium harga merakyat, ori 100%, packing rapi, harga miring!",0,Baju
"sling bag putih tali kokoh, muat banyak; garansi dijelaskan jelas, pengiriman cepat, value for money, makasih banyak.",1,Tas
"sparepart abu mudah dipasang, kualitas bagus; penjual responsif, pengiriman cepat, value for money.",1,Kendaraan
"kaos putih bahannya adem, tidak menerawang; admin ramah, pengiriman cepat, sesuai harga, ukuran XL pas.",1,Baju
"ransel ini stok terbatas buruan, garansi puas, same day, harga miring!",0,Tas
"ban mudah rusak, warnanya beda dari foto; dus penyok, penjual susah dihubungi, mahal untuk kualitas begini.",0,Kendaraan
"bros merah kilapnya bagus, finishing rapi; packing rapi, garansi dijelaskan jelas, sesuai harga, mantul.",1,Aksesoris
"training abu bahannya tebal, tidak luntur; pengiriman cepat, penjual responsif, value for money, ukuran XL pas, hatur nuhun.",1,Celana
"sepatu lari hitam pegangan nyaman, kokoh; pengiriman cepat, admin ramah, harga masuk akal.",1,Alat Olahraga
"ponsel ini WAJIB beli sekarang, best seller, datang lebih cepat dari estimasi, harga miring!",0,HP
"lampu motor merah awet dipakai, kualitas bagus; penjual responsif, kurir sopan, sesuai harga.",1,Kendaraan
"training navy jahitan kuat, bahannya tebal; barang sampai aman, admin ramah, sesuai harga, ukuran M pas.",1,Celana
"kemeja ini kualitas premium harga merakyat, best seller, packing rapi, harga miring!",0,Baju
"celana putih jahitan kuat, potongan rapi; cs membantu banget, barang sampai aman, harga masuk akal, ukuran XL pas.",1,Celana
"blouse ini diskon gila, best seller, barang sampai aman, harga miring, boleh lah!",0,Baju
"gelang navy kilapnya bagus, tidak gatal di kulit; balas chat cepat, packing rapi, sesuai harga, mantap ji.",1,Aksesoris
"panci ini paling recomended se-Indonesia, ori 100%, pengiriman cepat, harga miring!",0,Alat Masak
"ponsel ini stok terbatas buruan, paling laris, same day, harga miring!",0,HP
"panci merah bahan tebal, gagangnya kokoh; kurir sopan, cs membantu banget, harga masuk akal.",1,Alat Masak
"chino hijau elastis nyaman, jahitan kuat; kurir sopan, garansi dijelaskan jelas, value for money.",1,Celana
"sepatu lari putih lentur, pegangan nyaman; cs membantu banget, pengiriman cepat, sesuai budget.",1,Alat Olahraga
"teflon ini TERBAIK di pasaran, garansi puas, kurir sopan, harga miring!",0,Alat Masak
"panci hitam tidak berbau, anti lengket; balas chat cepat, kurir sopan, worth it.",1,Alat Masak
"handphone abu layarnya terang, kameranya jernih; pengiriman cepat, penjual responsif, sesuai budget.",1,HP
"kemeja cokelat bahannya adem, jahitan rapi; pengiriman cepat, admin ramah, sesuai harga.",1,Baju
"sling bag merah resleting halus, muat banyak; cs membantu banget, kurir sopan, harga masuk akal, mantap ji.",1,Tas
"kemeja jahitan lepas, cat mengelupas; packing kurang rapi, balasan chat lama, tidak sesuai harga, oke banget.",0,Baju
"pasir kucing bahan terasa murahan, fit tidak nyaman; dus penyok, komplain diabaikan, tidak sesuai harga.",0,Hewan
"kalung hewan navy tidak menimbulkan alergi, ukuran kibble pas; admin ramah, barang sampai aman, sesuai budget, bagus pisan.",1,Hewan
"kalung hewan merah kandang bersih, ukuran kibble pas; barang sampai aman, balas chat cepat, sesuai budget, rek.",1,Hewan
"wallet cokelat tidak mudah terkelupas, resleting mulus; admin ramah, kurir sopan, sesuai budget.",1,Dompet
"anting ini stok terbatas buruan, best seller, same day, harga miring!",0,Aksesoris
"wallet hijau resleting mulus, jahitan rapi; datang lebih cepat dari estimasi, cs membantu banget, sesuai budget.",1,Dompet
"baju abu jahitan rapi, warna sesuai foto; garansi dijelaskan jelas, packing rapi, harga masuk akal, ukuran M pas.",1,Baju
"kalung ini kualitas premium harga merakyat, garansi puas, kurir sopan, harga miring!",0,Aksesoris
"makanan anjing cokelat tidak menimbulkan alergi, kandang bersih; datang lebih cepat dari estimasi, penjual responsif, sesuai budget, rek.",1,Hewan
"smartphone cat mengelupas, fit tidak nyaman; packing kurang rapi, penjual susah dihubungi, mahal untuk kualitas begini, bagus pisan.",0,HP
"oli hitam kualitas bagus, mudah dipasang; cs membantu banget, kurir sopan, harga masuk akal.",1,Kendaraan
"pasir kucing hijau kandang bersih, aromanya tidak menyengat; penjual responsif, barang sampai aman, worth it.",1,Hewan
"celana cat mengelupas, jahitan lepas; penjual susah dihubungi, dus penyok, tidak sesuai harga.",0,Celana
"kemeja ini paling recomended se-Indonesia, best seller, barang sampai aman, harga miring!",0,Baju
"kalung hewan hitam kandang bersih, ukuran kibble pas; garansi dijelaskan jelas, pengiriman cepat, sesuai harga.",1,Hewan
"celana ukuran meleset, kemasan penyok; packing kurang rapi, respon lambat, overprice.",0,Celana
"celana cokelat potongan rapi, elastis nyaman; admin ramah, packing rapi, harga masuk akal, ukuran S pas.",1,Celana
"ponsel ini WAJIB beli sekarang, best seller, kurir sopan, harga miring!",0,HP
"cincin hijau finishing rapi, tidak gatal di kulit; balas chat cepat, pengiriman cepat, value for money.",1,Aksesoris
"lampu motor jahitan lepas, mudah rusak; garansi tidak jelas, pengiriman lama, mahal untuk kualitas begini.",0,Kendaraan
"wajan cokelat mudah dibersihkan, bahan tebal; packing rapi, admin ramah, value for money.",1,Alat Masak
"kemeja ini kualitas premium harga merakyat, paling laris, datang lebih cepat dari estimasi, harga miring, sip!",0,Baju
"dompet ini diskon gila, ori 100%, gratis ongkir, harga miring, makasih banyak!",0,Dompet
"HP abu speaker oke, charger cepat; datang lebih cepat dari estimasi, garansi dijelaskan jelas, worth it.",1,HP
"celana hitam tidak luntur, elastis nyaman; garansi dijelaskan jelas, barang sampai aman, harga masuk akal, ukuran L pas.",1,Celana
"ban hijau pas di tempatnya, kualitas bagus; pengiriman cepat, garansi dijelaskan jelas, value for money.",1,Kendaraan
"gelang cokelat warnanya elegan, kaitannya kuat; packing rapi, garansi dijelaskan jelas, harga masuk akal.",1,Aksesoris
"pasir kucing putih kandang bersih, aromanya tidak menyengat; packing rapi, cs membantu banget, value for money.",1,Hewan
"sparepart abu pas di tempatnya, mudah dipasang; pengiriman cepat, penjual responsif, worth it, makasih banyak.",1,Kendaraan
"bros abu finishing rapi, kaitannya kuat; garansi dijelaskan jelas, packing rapi, sesuai harga.",1,Aksesoris
"sling bag cokelat lapisannya tebal, jahitannya rapi; packing rapi, balas chat cepat, harga masuk akal, oke banget.",1,Tas
"sparepart ini WAJIB beli sekarang, ori 100%, packing rapi, harga miring!",0,Kendaraan
"HP bahan terasa murahan, bau menyengat; komplain diabaikan, pengiriman lama, overprice.",0,HP
"ban merah kualitas bagus, pas di tempatnya; penjual responsif, barang sampai aman, sesuai budget.",1,Kendaraan
"wallet cokelat tidak mudah terkelupas, jahitan rapi; balas chat cepat, barang sampai aman, sesuai harga.",1,Dompet
"training biru elastis nyaman, bahannya tebal; kurir sopan, balas chat cepat, value for money, ukuran XL pas.",1,Celana
"skipping ini diskon gila, best seller, pengiriman cepat, harga miring!",0,Alat Olahraga
"smartphone putih kameranya jernih, charger cepat; admin ramah, datang lebih cepat dari estimasi, worth it.",1,HP
"anting bahan terasa murahan, ukuran meleset; garansi tidak jelas, packing kurang rapi, kemahalan.",0,Aksesoris
"wallet kemasan penyok, jahitan lepas; balasan chat lama, datang terlambat, kurang sepadan.",0,Dompet
"barbel putih lentur, ringan; admin ramah, datang lebih cepat dari estimasi, harga masuk akal.",1,Alat Olahraga
"card holder ini kualitas premium harga merakyat, best seller, packing rapi, harga miring!",0,Dompet
"panci biru mudah dibersihkan, gagangnya kokoh; cs membantu banget, kurir sopan, sesuai harga.",1,Alat Masak
"training hijau jahitan kuat, bahannya tebal; cs membantu banget, barang sampai aman, harga masuk akal, ukuran XXL pas, rek.",1,Celana
"celana ini paling recomended se-Indonesia, garansi puas, pengiriman cepat, harga miring!",0,Celana
"lampu motor putih tidak berisik, awet dipakai; kurir sopan, penjual responsif, worth it.",1,Kendaraan
"ponsel ini diskon gila, best seller, gratis ongkir, harga miring!",0,HP
"celana hitam potongan rapi, bahannya tebal; pengiriman cepat, garansi dijelaskan jelas, sesuai budget.",1,Celana
"dompet hitam kulitnya halus, jahitan rapi; pengiriman cepat, admin ramah, harga masuk akal.",1,Dompet
"teflon biru anti lengket, panas merata; balas chat cepat, packing rapi, harga masuk akal, bagus pisan.",1,Alat Masak
"bros putih kilapnya bagus, kaitannya kuat; cs membantu banget, datang lebih cepat dari estimasi, sesuai harga.",1,Aksesoris
"baju abu bahannya adem, warna sesuai foto; garansi dijelaskan jelas, barang sampai aman, worth it.",1,Baju
"spatula cokelat bahan tebal, tidak berbau; packing rapi, penjual responsif, harga masuk akal.",1,Alat Masak
"baju hitam tidak luntur, potongannya pas; penjual responsif, pengiriman cepat, worth it, ukuran M pas.",1,Baju
"lampu motor putih awet dipakai, kualitas bagus; balas chat cepat, kurir sopan, sesuai harga.",1,Kendaraan
"card holder ini diskon gila, paling laris, kurir sopan, harga miring!",0,Dompet
"bros hijau kaitannya kuat, finishing rapi; kurir sopan, balas chat cepat, sesuai budget.",1,Aksesoris
"lampu motor merah mudah dipasang, kualitas bagus; penjual responsif, kurir sopan, worth it.",1,Kendaraan
"makanan anjing hitam aromanya tidak menyengat, kandang bersih; packing rapi, balas chat cepat, harga masuk akal.",1,Hewan
"ponsel navy sinyalnya stabil, baterainya awet; packing rapi, balas chat cepat, worth it.",1,HP
"handbag ini diskon gila, ori 100%, kurir sopan, harga miring, mantul!",0,Tas
"lampu motor cokelat awet dipakai, tidak berisik; balas chat cepat, pengiriman cepat, sesuai harga.",1,Kendaraan
"pasir kucing cokelat tidak menimbulkan alergi, kandang bersih; penjual responsif, packing rapi, harga masuk akal.",1,Hewan
"card holder ini kualitas premium harga merakyat, ori 100%, same day, harga miring!",0,Dompet
"cincin biru warnanya elegan, kilapnya bagus; kurir sopan, cs membantu banget, worth it, mantul.",1,Aksesoris
"blouse ini stok terbatas buruan, best seller, datang lebih cepat dari estimasi, harga miring!",0,Baju
"kaos ini stok terbatas buruan, ori 100%, gratis ongkir, harga miring!",0,Baju
"kaos ini TERBAIK di pasaran, ori 100%, pengiriman cepat, harga miring!",0,Baju
"baju biru bahannya adem, jahitan rapi; balas chat cepat, packing rapi, harga masuk akal, ukuran XL pas.",1,Baju
"HP cat mengelupas, fungsi tidak berjalan; balasan chat lama, pengiriman lama, overprice, makasih banyak.",0,HP
"training hijau jahitan kuat, elastis nyaman; barang sampai aman, penjual responsif, value for money, ukuran S pas, makasih banyak.",1,Celana
"baju ini WAJIB beli sekarang, garansi puas, datang lebih cepat dari estimasi, harga miring!",0,Baju
"sling bag hijau resleting halus, jahitannya rapi; cs membantu banget, kurir sopan, worth it, hatur nuhun.",1,Tas
"baju hijau potongannya pas, warna sesuai foto; garansi dijelaskan jelas, kurir sopan, harga masuk akal, ukuran XL pas, rek.",1,Baju
"dompet fungsi tidak berjalan, bau menyengat; dus penyok, balasan chat lama, kemahalan.",0,Dompet
"teflon abu anti lengket, bahan tebal; datang lebih cepat dari estimasi, penjual responsif, worth it.",1,Alat Masak
"spatula hijau mudah dibersihkan, gagangnya kokoh; balas chat cepat, pengiriman cepat, sesuai budget.",1,Alat Masak
"barbel ini TERBAIK di pasaran, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Alat Olahraga
"training abu potongan rapi, elastis nyaman; datang lebih cepat dari estimasi, penjual responsif, value for money.",1,Celana
"ransel cokelat muat banyak, bahannya kuat; barang sampai aman, admin ramah, worth it.",1,Tas
"celana hitam potongan rapi, bahannya tebal; cs membantu banget, kurir sopan, sesuai budget, ukuran M pas.",1,Celana
"oli hitam pas di tempatnya, mudah dipasang; pengiriman cepat, admin ramah, sesuai harga.",1,Kendaraan
"kaos cokelat potongannya pas, jahitan rapi; balas chat cepat, barang sampai aman, harga masuk akal, ukuran M pas, bagus pisan.",1,Baju
"chino putih elastis nyaman, bahannya tebal; admin ramah, barang sampai aman, value for money, hatur nuhun.",1,Celana
"kemeja hijau warna sesuai foto, bahannya adem; admin ramah, kurir sopan, sesuai harga.",1,Baju
"dompet abu tidak mudah terkelupas, jahitan rapi; barang sampai aman, penjual responsif, value for money.",1,Dompet
"training cokelat elastis nyaman, potongan rapi; garansi dijelaskan jelas, barang sampai aman, sesuai budget, ukuran XL pas.",1,Celana
"handbag hijau bahannya kuat, tali kokoh; admin ramah, barang sampai aman, harga masuk akal.",1,Tas
"barbel putih kokoh, anti selip; garansi dijelaskan jelas, pengiriman cepat, harga masuk akal, rek.",1,Alat Olahraga
"blouse mudah rusak, jahitan lepas; penjual susah dihubungi, datang terlambat, tidak sesuai harga.",0,Baju
"pasir kucing navy disukai hewan, ukuran kibble pas; kurir sopan, balas chat cepat, worth it.",1,Hewan
"training hitam bahannya tebal, tidak luntur; pengiriman cepat, garansi dijelaskan jelas, sesuai harga, ukuran L pas.",1,Celana
"blouse biru tidak luntur, tidak menerawang; datang lebih cepat dari estimasi, balas chat cepat, harga masuk akal.",1,Baju
"handphone ini diskon gila, garansi puas, pengiriman cepat, harga miring!",0,HP
"blouse ini kualitas premium harga merakyat, garansi puas, packing rapi, harga miring!",0,Baju
"wallet navy jahitan rapi, resleting mulus; barang sampai aman, garansi dijelaskan jelas, worth it.",1,Dompet
"teflon abu mudah dibersihkan, tidak berbau; packing rapi, garansi dijelaskan jelas, worth it.",1,Alat Masak
"kalung cokelat warnanya elegan, kilapnya bagus; admin ramah, datang lebih cepat dari estimasi, value for money.",1,Aksesoris
"kalung hewan putih tidak menimbulkan alergi, kandang bersih; garansi dijelaskan jelas, pengiriman cepat, sesuai budget.",1,Hewan
"HP hijau charger cepat, baterainya awet; cs membantu banget, packing rapi, value for money.",1,HP
"HP fungsi tidak berjalan, mudah rusak; packing kurang rapi, penjual susah dihubungi, tidak sesuai harga.",0,HP
"ponsel abu baterainya awet, charger cepat; datang lebih cepat dari estimasi, cs membantu banget, sesuai budget.",1,HP
"blouse ini stok terbatas buruan, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Baju
"barbel cokelat anti selip, ringan; garansi dijelaskan jelas, packing rapi, value for money, makasih banyak.",1,Alat Olahraga
"makanan kucing putih ukuran kibble pas, disukai hewan; pengiriman cepat, admin ramah, sesuai budget, mantap ji.",1,Hewan
"kemeja merah potongannya pas, bahannya adem; datang lebih cepat dari estimasi, cs membantu banget, worth it.",1,Baju
"blouse mudah rusak, bau menyengat; packing kurang rapi, respon lambat, tidak sesuai harga.",0,Baju
"dompet merah banyak slot kartu, jahitan rapi; admin ramah, barang sampai aman, worth it.",1,Dompet
"teflon ini diskon gila, best seller, gratis ongkir, harga miring!",0,Alat Masak
"ransel abu tali kokoh, resleting halus; admin ramah, kurir sopan, harga masuk akal.",1,Tas
"sepatu lari bahan terasa murahan, kemasan penyok; datang terlambat, penjual susah dihubungi, mahal untuk kualitas begini.",0,Alat Olahraga
"oli biru awet dipakai, mudah dipasang; kurir sopan, admin ramah, sesuai budget, bagus pisan.",1,Kendaraan
"wajan putih tidak berbau, mudah dibersihkan; cs membantu banget, barang sampai aman, harga masuk akal.",1,Alat Masak
"card holder navy resleting mulus, jahitan rapi; datang lebih cepat dari estimasi, balas chat cepat, sesuai budget.",1,Dompet
"smartphone fungsi tidak berjalan, ukuran meleset; balasan chat lama, pengiriman lama, mahal untuk kualitas begini.",0,HP
